title,description,duration_seconds,release_date,guest,comedian,comedian_sub,comic,comic_sub,phd,phd_sub,actor,actor_sub,writer,writer_sub,author,author_sub,ufc,ufc_sub,musician,musician_sub,artist,artist_sub,founder,founder_sub,youtuber,youtuber_sub,podcast,podcast_sub,ceo,ceo_sub,philanthropist,philanthropist_sub,singer/songwriter,singer/songwriter_sub,screenwriter,screenwriter_sub,scientist,scientist_sub,co-host,co-host_sub,journalist,journalist_sub,entrepreneur,entrepreneur_sub,astrophysicist,astrophysicist_sub,politician,politician_sub,pilot,pilot_sub
#945 - Dr. Roddy McGee,"Dr. Roddy McGee is a Board-Certified Orthopedic Surgeon, fellowship trained in Sports Medicine and is part of the Total Sports Medicine Center in Las Vegas, Nevada.",107.67,2017-04-12,Roddy McGee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#944 - Scott Eastwood & Cameron Hanes,"Scott Eastwood is an actor and model, and is also in ""The Fate of the Furious"" releasing in theaters on April 14. Cameron Hanes is a bowhunting athlete, “training intensively each and every day to become the Ultimate Predator.”",164.28,2017-04-11,Scott Eastwood,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#943 - Moshe Kasher,"Moshe Kasher is a stand-up comedian, writer and actor. His new show ""Problematic"" premieres on Comedy Central, Tuesday, April 18th at 10pm.",163.14,2017-04-10,Moshe Kasher,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#942 - Dan Flores,"Dan Flores is a writer and historian who specializes in cultural and environmental studies of the American West. His recent books ""Coyote America: A Natural & Supernatural History"" and ""American Serengeti: The Last Big Animals of the Great Plains"" are both available now via Amazon - https://www.amazon.com/American-Serengeti-Animals-Great-Plains/dp/0700622276/ref=pd_sbs_14_img_0?_encoding=UTF8&psc=1&refRID=9VRNEM68AF50K4W4WFHJ",144.83,2017-04-05,Dan Flores,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#940 - Sam Harris & Dan Harris,"Sam Harris is a neuroscientist and author of the New York Times bestsellers, The End of Faith, Letter to a Christian Nation, and The Moral Landscape. Dan Harris is a correspondent for ABC News, an anchor for Nightline and co-anchor for the weekend edition of Good Morning America.Dan is also the founder, author, and host of the book/app/podcast called ""10% Happier"" available on Spotify - http://www.10percenthappier.com/",179.8,2017-04-04,Sam Harris,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
#941 - Greg Fitzsimmons,"Greg Fitzsimmons is a writer and stand-up comedian. He also hosts his own podcast ""FitzDog Radio"" available on Spotify.",167.92,2017-04-04,Greg Fitzsimmons,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#939 - Chris Cage,Chris Cage is the founder of Greenbelly Meals and also the author of How To Hike The Appalachian Trail: A Comprehensive Guide to Plan and Prepare for a Successful Thru-Hike.,131.05,2017-04-03,Chris Cage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#938 - Lawrence Krauss,"Lawrence Krauss is a theoretical physicist, cosmologist, best-selling author, producer, actor, and science and public policy advocate. His latest book The Greatest Story Ever Told So-Far is available now -- http://krauss.faculty.asu.edu/",144.62,2017-03-28,Lawrence Krauss,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#936 - Colin Moriarty,"Colin Moriarty is the co-founder of Kinda Funny and creator of Colin's Last Stand, a new series of videos about history and politics.  Colin's Last Stand - https://www.youtube.com/channel/UCe3Dpne2qWldzpuiOd9hPLw",160.41,2017-03-24,Colin Moriarty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#937 - Justin Wren,Justin Wren is an American MMA fighter. Justin is currently fighting in the Heavyweight division of Bellator to help raise more awareness for helping the Pygmy people of the Democratic Republic of the Congo.,123.79,2017-03-24,Justin Wren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#935 - Robb Wolf,"Robb Wolf is a former research biochemist, health expert, and author of the New York Times bestselling The Paleo Solution. His new book Wired To Eat is available now.",174.92,2017-03-23,Robb Wolf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#934 - John Dudley,"John Dudley is a pro archer and host of ""Nock On TV."" Check out his podcast ""Nock On"" available on Spotify.",160.11,2017-03-22,John Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#933 - Julie Kedzie,"Julie Kedzie is a retired mixed martial artist, and is currently doing commentary for Invicta Fighting Championships.",181.47,2017-03-16,Julie Kedzie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#932 - TJ Kirk,"TJ Kirk is a professional ranter, author, and the creator of the YouTube channel, The Amazing Atheist. He is also a co-host of The Drunken Peasants Podcast available on Spotify.",167.02,2017-03-15,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#931 - Jim Norton,"Jim Norton is a stand-up comedian, radio personality, author, and actor. His latest special ""Mouthful of Shame"" is available now on Netflix.",169.79,2017-03-14,Jim Norton,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#930 - Will MacAskill,"Will MacAskill is a philosopher and notable figure within the effective altruism movement. He is a tutorial fellow in philosophy at Lincoln College, Oxford.",164.36,2017-03-13,Will MacAskill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Companion - March 12, 2017","Joe is joined by Brendan Schaub, Bryan Callen, and Eddie Bravo to watch the fights on March 11, 2017.",208.09,2017-03-12,Fight Companion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#929 - Dan Peña,Dan Peña is a businessman and high-performance business coach.,119.48,2017-03-10,Dan Pe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#928 - Arian Foster,"Arian Foster is a former NFL running back. He played college football at Tennessee, and was signed by the Houston Texans as an undrafted free agent in 2009.",188.68,2017-03-08,Arian Foster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#927 - Tom Papa,"Tom Papa is a comedian, actor, writer and television/radio host. His latest special ""Human Mule"" is coming to HULU beginning on March 8, and you can also listen to his podcast ""Come To Papa.""",183.46,2017-03-07,Tom Papa,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#926 - Joey Diaz & Alberto Gallazzi,Joey “CoCo” Diaz is a Cuban-American stand up comedian and actor. Joey also hosts his own podcast called “The Church of What’s Happening Now” available on Spotify. Alberto Gallazzi is a world-renowned strength and conditioning coach.,135.97,2017-03-06,Joey Diaz,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#924 - Rory Albanese,"Rory Albanese is a comedian, comedy writer and television producer. He was an executive producer and writer for The Daily Show with Jon Stewart and also appeared on The Nightly Show with Larry Wilmore.",118.83,2017-02-28,Rory Albanese,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#923 - Whitney Cummings,"Whitney Cummings is a stand up comedian and actress. She is best known as the creator and star of the NBC sitcom Whitney, as well as the co-creator of the CBS sitcom 2 Broke Girls.",181.92,2017-02-27,Whitney Cummings,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#922 - Philip DeFranco,"Philip DeFranco is a popular YouTube and internet personality. He hosts ""The Philip DeFranco Show"" where news stories are discussed every Monday-Thursday.",125.39,2017-02-24,Philip DeFranco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#921 - Dominick Cruz,Dominick Cruz is a mixed martial artist and former two-time UFC Bantamweight Champion. He also is a UFC Color Commentator & Analyst on FOX.,127.85,2017-02-23,Dominick Cruz,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#919 - Neil deGrasse Tyson,"Neil deGrasse Tyson is an astrophysicist, cosmologist, author, and science communicator.",134.42,2017-02-21,Grasse Tyson,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
#918 - Frank Castillo,"Frank Castillo is a stand up comedian and Champion of the Roast Battle 2 on Comedy Central. He also co-hosts the ""Verbal Violence"" podcast availble on Spotify.",158.94,2017-02-17,Frank Castillo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#917 - Steven Crowder,"Steven Crowder is an actor, comedian and former contributor for the Fox News Channel. He currently runs his own website and also a podcast called ""Louder With Crowder"" available on Spotify. - https://www.youtube.com/user/StevenCrowder",237.3,2017-02-15,Steven Crowder,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#916 - Fight Recap,"Joe sits down with Eddie Bravo, Bryan Callen & Brendan Schaub to discuss recent fights in MMA.",196.38,2017-02-14,Fight Recap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#915 - Nick DiPaolo,"Nick DiPaolo is a writer and stand up comedian. See his latest special ""Inflammatory"" when it premieres on Seeso on February 16.",122.06,2017-02-13,Nick DiPaolo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#914 - Ryan Callaghan & Kenton Carruth,Ryan Callaghan is an outdoor enthusiast & Director of Conservation and Public Relations at FirstLite and Kenton Carruth is the co-founder of FirstLite.  http://www.firstlite.com/,167.4,2017-02-08,Ryan Callaghan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#913 - Christopher Ryan,"Christopher Ryan, PhD is a psychologist, speaker, and author of New York Times best seller ""Sex At Dawn"" and he also hosts a podcast called ""Tangentially Speaking"" available on Spotify.",150.24,2017-02-07,Christopher Ryan,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#909 - Bill Burr,"Bill Burr is a standup comedian and also hosts his own podcast called ""Monday Morning Podcast"" available on Spotify. His latest special ""Walk Your Way Out"" is available now on Netflix.",113.4,2017-01-31,Bill Burr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#910 - Gary Vaynerchuk,"Gary Vaynerchuk is a serial entrepreneur, CEO, investor, author, public speaker, and internet personality. https://www.youtube.com/user/GaryVaynerchuk",104.3,2017-01-31,Gary Vaynerchuk,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#908 - Leah Remini,"Leah Remini is an actress, producer, author, and comedian. Her new show ""Leah Remini: Scientology and the Aftermath"" is a documentary series that can be seen on A&E.",137.17,2017-01-30,Leah Remini,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Companion - January 29, 2017","Joe sits down with Brendan Schaub, Bryan Callen, Eddie Bravo & Robin Black to watch fights from January 28, 2017.",161.94,2017-01-29,Fight Companion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#907 - Mike Baker,"Mike Baker is a former CIA covert operations officer. Currently he is the president of Diligence LLC, a global intelligence and security firm.",133.16,2017-01-27,Mike Baker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#906 - Henry Rollins,"Henry Rollins is a musician, actor, writer, television and radio host. He hosts a weekly radio show on KCRW, and is a regular columnist for LA Weekly and Rolling Stone Australia.",158.86,2017-01-26,Henry Rollins,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#905 - Shane Smith,Shane Smith is a Canadian-American journalist. He also is the co-founder and CEO of the international media company VICE.,128.33,2017-01-25,Shane Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
#904 - Gary Taubes,"Gary Taubes is the author of The Case Against Sugar, Why We Get Fat, Good Calories, Bad Calories, Bad Science, and Nobel Dreams.",141.89,2017-01-24,Gary Taubes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#903 - Tony Hinchcliffe & Brian Redban,Joe sat down with Tony Hinchcliffe & Redban to do a podcast Live from The Comedy Store basement.,152.12,2017-01-24,Tony Hinchcliffe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#902 - Live Underground from The Comedy Store,"Joe sits down with Jeff Ross, Greg Fitzsimmons & Andrew Santino in the basement of The Comedy Store on January 19, 2017.",114.13,2017-01-20,Live Underground,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#901 - Dr. Rhonda Patrick,Dr. Rhonda Patrick is a Ph.D. in biomedical science and expert on nutritional health. Her podcasts and other videos can be found at FoundMyFitness.com,176.65,2017-01-19,Rhonda Patrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#900 - Joseph Valtellini,"Joseph ""Bazooka Joe"" Valtellini is a former world kickboxing champion, who currently can be heard doing color commentary for Glory Kickboxing.",161.34,2017-01-18,Joseph Valtellini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Companion - January 15, 2017","Joe is joined by Brendan Schaub & Bryan Callen, to watch the fights on January 15, 2017.",181.29,2017-01-15,Fight Companion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#899 - Bryan Callen,"Bryan Callen is an actor and stand-up comedian, and together with Brendan Schaub he also hosts ""The Fighter & The Kid"" podcast available on Spotify.",153.63,2017-01-12,Bryan Callen,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#898 - Bas Rutten & Mauro Ranallo,"Bas Rutten & Mauro Ranallo are the former announcing team for Pride FC, and can now be heard together on their podcast ""Rutten & Ranallo.""",176.77,2017-01-11,Bas Rutten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#896 - CES Review with Young Jamie,Joe chats with Young Jamie about his recent trip to the Consumer Electronics Show (CES) in Las Vegas to see what's coming out this year.,141.01,2017-01-10,Young Jamie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#897 - Hunter Maats,"Hunter Maats is the co-author of ""The Straight-A Conspiracy"" and also co-host of The Bryan Callen Show podcast.",198.26,2017-01-10,Hunter Maats,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#895 - #WhoIsFat - Day 2,Joe is joined by Tom Segura & Bert Kreischer for Day 2 weigh-in of their weight loss challenge.,224.07,2017-01-03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#894 - #WhoIsFat - Day 1,Joe is joined by Tom Segura & Bert Kreischer for Day 1 weigh-in of their weight loss challenge.,140.68,2017-01-02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#893 - Fight Recap,"Joe sits down with Joey Diaz, Eddie Bravo & Brendan Schaub to discuss upcoming fights in MMA.",197.98,2017-01-01,Fight Recap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#892 - Greg Fitzsimmons,"Greg Fitzsimmons is a writer and stand-up comedian. He also hosts his own podcast ""FitzDog Radio"" available on Spotify.",189.26,2016-12-28,Greg Fitzsimmons,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#891 - Zach Leary,"Zach Leary is a blogger/writer, a futurist, spiritualist, digital branding specialist and self proclaimed social theorist. He also is the host of the “It’s All Happening” podcast.",128.28,2016-12-27,Zach Leary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#890 - Fight Breakdown,Joe sits down with Eddie Bravo & Brendan Schaub to discuss upcoming fights in MMA.,222.62,2016-12-26,Fight Breakdown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#889 - Brian Redban,"Brian Redban is a comedian and the founder of the Deathsquad podcast network. Check out his newest podcast called ""What Brian Redban Do"" at http://deathsquad.tv & on Spotify under ""Deathsquad""",187.44,2016-12-23,Brian Redban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#888 - Ron White,"Ron White is a stand up comedian and actor, best known as a charter member of the Blue Collar Comedy Tour.",180.77,2016-12-22,Ron White,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#887 - James Hetfield,"James Hetfield is a musician, singer and songwriter known for being the co-founder, lead vocalist, rhythm guitarist and main songwriter for the American heavy metal band Metallica.",116.7,2016-12-16,James Hetfield,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#886 - Hank Shaw,"Hank Shaw is a former restaurant cook and journalist, Hank Shaw is the author of three wild game cookbooks as well as the James Beard Award-winning wild foods website Hunter Angler Gardener Cook(http://honest-food.net/). His latest book ""Buck, Buck, Moose"" is available now.",127.07,2016-12-15,Hank Shaw,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
#885 - Tom Segura,"Tom Segura is a stand-up comedian, and hosts his own podcast with his wife, Christina Pazsitzky called Your Mom's House available on Spotify. His ""No Teeth No Entry"" tour starts in 2017, tickets are available at http://tomsegura.com now.  Powerful Hoodies - http://www.youngjamie.com/shop/powerful-hoodie-black",205.74,2016-12-13,Tom Segura,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#884 - Joey Diaz,"Joey “CoCo” Diaz is a Cuban-American stand up comedian and actor. Check out his special coming out December 8 on Seeso called ""Sociably UnAcceptable"" using code ""JOEY"" for a free 2-month trial. Joey also hosts his own podcast called “The Church of What’s Happening Now"" available on Spotify.",165.39,2016-12-07,Joey Diaz,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#883 - Kevin Smith,"Kevin Smith is a filmmaker, actor, comedian, public speaker, comic book writer, author, and podcaster. His latest movie ""Yoga Hosers"" is now available on Netflix.",243.59,2016-12-06,Kevin Smith,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#882 - Tom Papa,"Tom Papa is a comedian, actor, writer and television/radio host. Check out his new special ""Human Mule"", debuts on EPIX on December 9 at 8pm.",175.91,2016-12-05,Tom Papa,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Companion - December 3, 2016","Joe is joined by Brendan Schaub, Bryan Callen, and Eddie Bravo to watch the fights on December 3, 2016.",208.94,2016-12-03,Fight Companion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#881 - Lee Camp,"Lee Camp is a stand-up comedian, writer, actor, and activist. He is the host of the weekly comedy news show ""Redacted Tonight with Lee Camp"" on RT America.",169.24,2016-12-02,Lee Camp,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#880 - Jon Jones,"Jon Jones is an American mixed martial artist and a two-time former Light Heavyweight Champion of the Ultimate Fighting Championship. He will compete against Dan Henderson in a submission grappling match at Submission Underground 2 on Sunday, Dec. 11, in Portland, Oregon.",115.06,2016-12-01,Jon Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#879 - Steven Rinella,"Steven Rinella is an outdoorsman, author, and television host. He currently hosts ""MeatEater"" on the Sportsman Channel & Netflix, and a podcast also called ""MeatEater"" available on Spotify.",169.25,2016-11-30,Steven Rinella,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#878 - Aubrey Marcus,"Aubrey Marcus is writer, entrepreneur, and adventurer. He also hosts his own podcast called The Aubrey Marcus Podcast available on Spotify. Check out his new documentary called ""AYAHUASCA"" available at http://drinkthejungle.com",204.65,2016-11-29,Aubrey Marcus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#877 - Jordan Peterson,"Jordan Peterson is a clinical psychologist and tenured professor of psychology at the University of Toronto.  https://www.youtube.com/user/JordanPetersonVideos  http://www.selfauthoring.com/  100% off the Future Authoring Program code:  ""ChangeYourself"" - The offer is extended until the end of December 7th",170.1,2016-11-28,Jordan Peterson,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#875 - Shannon Briggs,"Shannon Briggs is an American professional boxer. A twenty-year veteran of the sport, he held the lineal heavyweight title from 1997 to 1998, and the WBO heavyweight title from 2006 to 2007.",104.61,2016-11-21,Shannon Briggs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#874 - Scott Adams,"Scott Adams is creator of the Dilbert comic strip and the author of several nonfiction works of satire, commentary, business, and general speculation.",190.05,2016-11-17,Scott Adams,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
